,단지코드,총세대수,임대건물구분,지역,공급유형,전용면적,전용면적별세대수,공가수,자격유형,임대보증금,임대료,지하철역수,버스정류장수,단지내주차면수,등록차량수
1603,C1307,506,아파트,경기도,국민임대,59.94,59,9,A,58053000.0,357050.0,0.0,3,436,504
1604,C2601,243,아파트,경기도,국민임대,51.86,24,7,A,41697000.0,284650.0,0.0,3,214,281
1605,C2601,243,아파트,경기도,국민임대,51.9,24,7,A,41697000.0,284650.0,0.0,3,214,281
1606,C2601,243,아파트,경기도,국민임대,51.97,56,7,A,41697000.0,284650.0,0.0,3,214,281
1607,C2601,243,아파트,경기도,국민임대,51.97,83,7,A,41697000.0,284650.0,0.0,3,214,281
1608,C2601,243,아파트,경기도,국민임대,59.94,56,7,A,58053000.0,357050.0,0.0,3,214,281
1609,C1085,525,아파트,경기도,국민임대,36.63,225,4,A,13952000.0,111230.0,0.0,2,422,521
1610,C1085,525,아파트,경기도,국민임대,36.63,45,4,A,13952000.0,111230.0,0.0,2,422,521
1611,C1085,525,아파트,경기도,국민임대,46.22,180,4,A,17600000.0,155990.0,0.0,2,422,521
1612,C1085,525,아파트,경기도,국민임대,46.22,75,4,A,17600000.0,155990.0,0.0,2,422,521
1613,C2385,445,아파트,경기도,국민임대,46.9,172,4,A,25023000.0,170940.0,0.0,4,404,552
1614,C2385,445,아파트,경기도,국민임대,46.9,68,4,A,25023000.0,170940.0,0.0,4,404,552
1615,C2385,445,아파트,경기도,국민임대,51.93,164,4,A,30969000.0,211820.0,0.0,4,404,552
1616,C2385,445,아파트,경기도,국민임대,51.93,41,4,A,30969000.0,211820.0,0.0,4,404,552
1617,C1059,514,아파트,전라북도,국민임대,39.51,126,7,A,14908000.0,94030.0,0.0,8,362,246
1618,C1059,514,아파트,전라북도,국민임대,39.84,91,7,A,14908000.0,94030.0,0.0,8,362,246
1619,C1059,514,아파트,전라북도,국민임대,39.84,39,7,A,14908000.0,94030.0,0.0,8,362,246
1620,C1059,514,아파트,전라북도,국민임대,46.18,126,7,A,19000000.0,112790.0,0.0,8,362,246
1621,C1059,514,아파트,전라북도,국민임대,46.73,88,7,A,19000000.0,112790.0,0.0,8,362,246
1622,C1059,514,아파트,전라북도,국민임대,46.73,44,7,A,19000000.0,112790.0,0.0,8,362,246
1623,C2162,374,아파트,전라북도,국민임대,51.93,116,7,A,18425000.0,102350.0,0.0,1,281,347
1624,C2162,374,아파트,전라북도,국민임대,51.93,58,7,A,18425000.0,102350.0,0.0,1,281,347
1625,C2162,374,아파트,전라북도,국민임대,59.88,200,7,A,21796000.0,121070.0,0.0,1,281,347
1626,C1819,330,아파트,전라남도,국민임대,51.93,100,15,A,16213000.0,110960.0,0.0,1,253,272
1627,C1819,330,아파트,전라남도,국민임대,51.93,50,15,A,16213000.0,110960.0,0.0,1,253,272
1628,C1819,330,아파트,전라남도,국민임대,59.88,180,15,A,21202000.0,139490.0,0.0,1,253,272
1629,C2325,378,아파트,전라북도,국민임대,36.64,118,3,A,10651000.0,74300.0,0.0,1,265,293
1630,C2325,378,아파트,전라북도,국민임대,46.89,80,3,A,15360000.0,85460.0,0.0,1,265,293
1631,C2325,378,아파트,전라북도,국민임대,46.89,96,3,A,15360000.0,85460.0,0.0,1,265,293
1632,C2325,378,아파트,전라북도,국민임대,51.91,57,3,A,17342000.0,96610.0,0.0,1,265,293
1633,C2325,378,아파트,전라북도,국민임대,51.91,27,3,A,17342000.0,96610.0,0.0,1,265,293
1634,C2394,277,아파트,충청남도,국민임대,39.59,56,20,A,13007000.0,111470.0,0.0,2,222,254
1635,C2394,277,아파트,충청남도,국민임대,39.63,15,20,A,13007000.0,111470.0,0.0,2,222,254
1636,C2394,277,아파트,충청남도,국민임대,39.63,15,20,A,13007000.0,111470.0,0.0,2,222,254
1637,C2394,277,아파트,충청남도,국민임대,46.9,45,20,E,65856600.0,34290.0,0.0,2,222,254
1638,C2394,277,아파트,충청남도,국민임대,46.9,15,20,E,65856600.0,34290.0,0.0,2,222,254
1639,C2394,277,아파트,충청남도,국민임대,46.9,42,20,E,65856600.0,34290.0,0.0,2,222,254
1640,C2394,277,아파트,충청남도,국민임대,51.93,14,20,E,81223800.0,42300.0,0.0,2,222,254
1641,C2394,277,아파트,충청남도,국민임대,51.93,75,20,E,81223800.0,42300.0,0.0,2,222,254
1642,C1133,856,아파트,전라북도,국민임대,33.7,150,10,A,14863000.0,92900.0,0.0,3,777,842
1643,C1133,856,아파트,전라북도,국민임대,36.47,130,10,A,17342000.0,105280.0,0.0,3,777,842
1644,C1133,856,아파트,전라북도,국민임대,36.57,76,10,A,17342000.0,105280.0,0.0,3,777,842
1645,C1133,856,아파트,전라북도,국민임대,46.75,75,10,A,27252000.0,154830.0,0.0,3,777,842
1646,C1133,856,아파트,전라북도,국민임대,46.98,315,10,A,27252000.0,154830.0,0.0,3,777,842
1647,C1133,856,아파트,전라북도,국민임대,51.88,110,10,A,33448000.0,192000.0,0.0,3,777,842
1648,C1281,646,아파트,전라북도,국민임대,33.7,116,4,A,14863000.0,92900.0,0.0,3,583,484
1649,C1281,646,아파트,전라북도,국민임대,36.47,97,4,A,17342000.0,105280.0,0.0,3,583,484
1650,C1281,646,아파트,전라북도,국민임대,36.57,220,4,A,17342000.0,105280.0,0.0,3,583,484
1651,C1281,646,아파트,전라북도,국민임대,46.75,58,4,A,27252000.0,154830.0,0.0,3,583,484
1652,C1281,646,아파트,전라북도,국민임대,46.98,155,4,A,27252000.0,154830.0,0.0,3,583,484
1653,C1194,511,아파트,제주특별자치도,국민임대,51.61,29,3,A,18968000.0,207380.0,0.0,4,413,585
1654,C1194,511,아파트,제주특별자치도,국민임대,51.86,148,3,A,18968000.0,209910.0,0.0,4,413,585
1655,C1194,511,아파트,제주특별자치도,국민임대,51.87,15,3,A,18968000.0,209910.0,0.0,4,413,585
1656,C1194,511,아파트,제주특별자치도,국민임대,51.99,86,3,A,18968000.0,209910.0,0.0,4,413,585
1657,C1194,511,아파트,제주특별자치도,국민임대,59.57,233,3,A,21497000.0,268730.0,0.0,4,413,585
1658,C2308,285,아파트,강원도,국민임대,51.92,39,3,A,12646000.0,177040.0,0.0,1,200,244
1659,C2308,285,아파트,강원도,국민임대,51.99,78,3,A,12646000.0,187150.0,0.0,1,200,244
1660,C2308,285,아파트,강원도,국민임대,59.57,168,3,A,13909000.0,204850.0,0.0,1,200,244
1661,C2036,256,아파트,강원도,국민임대,46.9,29,2,A,17477000.0,106090.0,0.0,1,199,258
1662,C2036,256,아파트,강원도,국민임대,46.9,87,2,A,17477000.0,106090.0,0.0,1,199,258
1663,C2036,256,아파트,강원도,국민임대,46.9,58,2,A,17477000.0,106090.0,0.0,1,199,258
1664,C2036,256,아파트,강원도,국민임대,59.88,82,2,A,23720000.0,187260.0,0.0,1,199,258
1665,C1394,466,아파트,전라북도,국민임대,36.63,177,0,A,11303000.0,73650.0,0.0,1,329,271
1666,C1394,466,아파트,전라북도,국민임대,36.63,68,0,A,11303000.0,73650.0,0.0,1,329,271
1667,C1394,466,아파트,전라북도,국민임대,46.22,154,0,A,13813000.0,112860.0,0.0,1,329,271
1668,C1394,466,아파트,전라북도,국민임대,46.22,67,0,A,13813000.0,112860.0,0.0,1,329,271
1669,C1180,314,아파트,전라북도,국민임대,51.93,50,15,A,16789000.0,93530.0,0.0,1,241,311
1670,C1180,314,아파트,전라북도,국민임대,51.93,104,15,A,16789000.0,93530.0,0.0,1,241,311
1671,C1180,314,아파트,전라북도,국민임대,59.88,160,15,A,19187000.0,110310.0,0.0,1,241,311
1672,C2503,382,아파트,제주특별자치도,국민임대,39.51,175,7,A,13979000.0,109270.0,0.0,2,306,327
1673,C2503,382,아파트,제주특별자치도,국민임대,39.84,34,7,A,13979000.0,110550.0,0.0,2,306,327
1674,C2503,382,아파트,제주특별자치도,국민임대,39.84,19,7,A,13979000.0,110550.0,0.0,2,306,327
1675,C2503,382,아파트,제주특별자치도,국민임대,46.11,136,7,A,16520000.0,137240.0,0.0,2,306,327
1676,C2503,382,아파트,제주특별자치도,국민임대,46.11,7,7,A,16520000.0,137240.0,0.0,2,306,327
1677,C2503,382,아파트,제주특별자치도,국민임대,46.11,11,7,A,16520000.0,137240.0,0.0,2,306,327
1678,C1907,212,아파트,제주특별자치도,국민임대,39.39,28,7,A,10528000.0,87960.0,0.0,3,163,207
1679,C1907,212,아파트,제주특별자치도,국민임대,39.5,25,7,A,10528000.0,87960.0,0.0,3,163,207
1680,C1907,212,아파트,제주특별자치도,국민임대,39.63,56,7,A,10528000.0,87960.0,0.0,3,163,207
1681,C1907,212,아파트,제주특별자치도,국민임대,49.37,28,7,A,14244000.0,119490.0,0.0,3,163,207
1682,C1907,212,아파트,제주특별자치도,국민임대,49.63,26,7,A,14244000.0,119490.0,0.0,3,163,207
1683,C1907,212,아파트,제주특별자치도,국민임대,49.7,49,7,A,14244000.0,119490.0,0.0,3,163,207
1684,C2181,872,아파트,충청북도,국민임대,36.62,453,15,A,9908000.0,90410.0,0.0,6,733,683
1685,C2181,872,아파트,충청북도,국민임대,36.62,89,15,A,9908000.0,90410.0,0.0,6,733,683
1686,C2181,872,아파트,충청북도,국민임대,46.9,45,15,A,14863000.0,133780.0,0.0,6,733,683
1687,C2181,872,아파트,충청북도,국민임대,46.9,90,15,A,14863000.0,133780.0,0.0,6,733,683
1688,C2181,872,아파트,충청북도,국민임대,51.93,117,15,A,16723000.0,161020.0,0.0,6,733,683
1689,C2181,872,아파트,충청북도,국민임대,51.93,78,15,A,16723000.0,161020.0,0.0,6,733,683
1690,C1768,508,아파트,충청북도,국민임대,51.88,246,4,A,14643000.0,136930.0,0.0,1,370,670
1691,C1768,508,아파트,충청북도,국민임대,59.57,262,4,A,16814000.0,161420.0,0.0,1,370,670
1692,C1783,594,아파트,대구광역시,국민임대,39.48,180,16,A,17004000.0,115520.0,1.0,6,596,570
1693,C1783,594,아파트,대구광역시,국민임대,46.9,45,16,A,23496000.0,160960.0,1.0,6,596,570
1694,C1783,594,아파트,대구광역시,국민임대,46.9,30,16,A,23496000.0,160960.0,1.0,6,596,570
1695,C1783,594,아파트,대구광역시,국민임대,46.9,135,16,A,23496000.0,160960.0,1.0,6,596,570
1696,C1783,594,아파트,대구광역시,국민임대,59.88,204,16,A,36089000.0,246650.0,1.0,6,596,570
1697,C2192,514,아파트,충청북도,국민임대,33.95,180,16,A,8670000.0,79260.0,0.0,2,442,324
1698,C2192,514,아파트,충청북도,국민임대,39.8,130,16,A,11147000.0,100320.0,0.0,2,442,324
1699,C2192,514,아파트,충청북도,국민임대,39.8,42,16,A,11147000.0,100320.0,0.0,2,442,324
1700,C2192,514,아파트,충청북도,국민임대,46.99,90,16,A,16102000.0,131290.0,0.0,2,442,324
1701,C2192,514,아파트,충청북도,국민임대,46.99,72,16,A,16102000.0,131290.0,0.0,2,442,324
1702,C2346,558,아파트,충청북도,국민임대,46.9,164,12,A,13357000.0,113780.0,0.0,3,449,553
1703,C2346,558,아파트,충청북도,국민임대,46.9,30,12,A,13357000.0,113780.0,0.0,3,449,553
1704,C2346,558,아파트,충청북도,국민임대,51.93,88,12,A,16168000.0,141080.0,0.0,3,449,553
1705,C2346,558,아파트,충청북도,국민임대,51.93,132,12,A,16168000.0,141080.0,0.0,3,449,553
1706,C2346,558,아파트,충청북도,국민임대,59.88,144,12,A,19593000.0,173960.0,0.0,3,449,553
1707,C2680,758,아파트,경상남도,국민임대,36.63,486,19,A,20233000.0,98630.0,0.0,7,564,590
1708,C2680,758,아파트,경상남도,국민임대,46.71,149,19,A,25293000.0,145410.0,0.0,7,564,590
1709,C2680,758,아파트,경상남도,국민임대,46.71,123,19,A,25293000.0,145410.0,0.0,7,564,590
1710,C2631,812,아파트,경상남도,국민임대,39.49,127,2,A,14487000.0,88120.0,0.0,3,612,638
1711,C2631,812,아파트,경상남도,국민임대,39.88,135,2,A,14487000.0,88120.0,0.0,3,612,638
1712,C2631,812,아파트,경상남도,국민임대,39.88,60,2,A,14487000.0,88120.0,0.0,3,612,638
1713,C2631,812,아파트,경상남도,국민임대,46.45,129,2,A,20525000.0,102620.0,0.0,3,612,638
1714,C2631,812,아파트,경상남도,국민임대,46.96,45,2,A,20525000.0,102620.0,0.0,3,612,638
1715,C2631,812,아파트,경상남도,국민임대,46.96,30,2,A,20525000.0,102620.0,0.0,3,612,638
1716,C2631,812,아파트,경상남도,국민임대,51.86,286,2,A,27044000.0,120730.0,0.0,3,612,638
1717,C2141,504,아파트,경상남도,국민임대,36.62,120,2,A,18581000.0,136250.0,0.0,6,445,495
1718,C2141,504,아파트,경상남도,국민임대,41.99,120,2,A,24775000.0,185810.0,0.0,6,445,495
1719,C2141,504,아파트,경상남도,국민임대,46.9,120,2,A,30969000.0,247750.0,0.0,6,445,495
1720,C2141,504,아파트,경상남도,국민임대,46.9,144,2,A,30969000.0,247750.0,0.0,6,445,495
1721,C1569,631,아파트,경상남도,국민임대,36.19,43,8,A,12571000.0,87980.0,0.0,3,442,528
1722,C1569,631,아파트,경상남도,국민임대,36.23,46,8,A,12571000.0,87980.0,0.0,3,442,528
1723,C1569,631,아파트,경상남도,국민임대,36.3,23,8,A,12571000.0,87980.0,0.0,3,442,528
1724,C1569,631,아파트,경상남도,국민임대,36.63,227,8,A,12571000.0,87980.0,0.0,3,442,528
1725,C1569,631,아파트,경상남도,국민임대,36.63,53,8,A,12571000.0,87980.0,0.0,3,442,528
1726,C1569,631,아파트,경상남도,국민임대,46.22,200,8,A,16341000.0,108080.0,0.0,3,442,528
1727,C1569,631,아파트,경상남도,국민임대,46.22,39,8,A,16341000.0,108080.0,0.0,3,442,528
1728,C2099,332,아파트,강원도,국민임대,39.56,80,3,A,9111000.0,76130.0,0.0,2,258,383
1729,C2099,332,아파트,강원도,국민임대,46.9,76,3,A,12483000.0,102350.0,0.0,2,258,383
1730,C2099,332,아파트,강원도,국민임대,46.9,36,3,A,12483000.0,102350.0,0.0,2,258,383
1731,C2099,332,아파트,강원도,국민임대,46.9,84,3,A,12483000.0,102350.0,0.0,2,258,383
1732,C2099,332,아파트,강원도,국민임대,59.89,56,3,A,18726000.0,154790.0,0.0,2,258,383
1733,C2287,409,아파트,충청북도,국민임대,39.72,38,18,A,10073000.0,83540.0,0.0,3,330,284
1734,C2287,409,아파트,충청북도,국민임대,39.72,25,18,A,10073000.0,83540.0,0.0,3,330,284
1735,C2287,409,아파트,충청북도,국민임대,46.9,167,18,A,13759000.0,113560.0,0.0,3,330,284
1736,C2287,409,아파트,충청북도,국민임대,46.9,39,18,A,13759000.0,113560.0,0.0,3,330,284
1737,C2287,409,아파트,충청북도,국민임대,46.9,75,18,A,13759000.0,113560.0,0.0,3,330,284
1738,C2287,409,아파트,충청북도,국민임대,51.93,26,18,A,16507000.0,141830.0,0.0,3,330,284
1739,C2287,409,아파트,충청북도,국민임대,51.93,39,18,A,16507000.0,141830.0,0.0,3,330,284
1740,C2055,773,아파트,충청북도,국민임대,39.72,177,22,A,17096000.0,141110.0,0.0,4,817,723
1741,C2055,773,아파트,충청북도,국민임대,39.72,80,22,A,17096000.0,141110.0,0.0,4,817,723
1742,C2055,773,아파트,충청북도,국민임대,46.9,222,22,A,24350000.0,170980.0,0.0,4,817,723
1743,C2055,773,아파트,충청북도,국민임대,46.9,114,22,A,24350000.0,170980.0,0.0,4,817,723
1744,C2055,773,아파트,충청북도,국민임대,51.93,150,22,A,29893000.0,208170.0,0.0,4,817,723
1745,C2055,773,아파트,충청북도,국민임대,51.93,30,22,A,29893000.0,208170.0,0.0,4,817,723
1746,C1428,375,아파트,강원도,국민임대,36.65,109,6,A,11983000.0,102350.0,0.0,2,360,333
1747,C1428,375,아파트,강원도,국민임대,46.91,47,6,A,21221000.0,168520.0,0.0,2,360,333
1748,C1428,375,아파트,강원도,국민임대,46.91,24,6,A,21221000.0,168520.0,0.0,2,360,333
1749,C1428,375,아파트,강원도,국민임대,46.91,74,6,A,21221000.0,168520.0,0.0,2,360,333
1750,C1428,375,아파트,강원도,국민임대,46.91,37,6,A,21221000.0,168520.0,0.0,2,360,333
1751,C1428,375,아파트,강원도,국민임대,51.93,70,6,A,26217000.0,233440.0,0.0,2,360,333
1752,C1428,375,아파트,강원도,국민임대,51.93,14,6,A,26217000.0,233440.0,0.0,2,360,333
1753,C2522,747,아파트,강원도,국민임대,39.72,314,13,A,14606000.0,111090.0,0.0,2,698,610
1754,C2522,747,아파트,강원도,국민임대,39.72,67,13,A,14606000.0,111090.0,0.0,2,698,610
1755,C2522,747,아파트,강원도,국민임대,46.9,84,13,A,22471000.0,168520.0,0.0,2,698,610
1756,C2522,747,아파트,강원도,국민임대,46.9,15,13,A,22471000.0,168520.0,0.0,2,698,610
1757,C2522,747,아파트,강원도,국민임대,46.9,87,13,A,22471000.0,168520.0,0.0,2,698,610
1758,C2522,747,아파트,강원도,국민임대,51.93,150,13,A,26217000.0,247180.0,0.0,2,698,610
1759,C2522,747,아파트,강원도,국민임대,51.93,30,13,A,26217000.0,247180.0,0.0,2,698,610
1760,C2560,372,아파트,강원도,국민임대,51.86,288,3,A,16185000.0,207380.0,0.0,1,374,481
1761,C2560,372,아파트,강원도,국민임대,59.57,84,3,A,18589000.0,237740.0,0.0,1,374,481
1762,C2068,434,아파트,강원도,국민임대,51.86,322,3,A,19108000.0,227170.0,0.0,1,384,594
1763,C2068,434,아파트,강원도,국민임대,59.57,112,3,A,21939000.0,260930.0,0.0,1,384,594
1764,C2603,538,아파트,충청북도,국민임대,46.79,30,9,A,16465000.0,118980.0,0.0,2,393,509
1765,C2603,538,아파트,충청북도,국민임대,46.9,244,9,A,16465000.0,118980.0,0.0,2,393,509
1766,C2603,538,아파트,충청북도,국민임대,46.9,115,9,A,16465000.0,118980.0,0.0,2,393,509
1767,C2603,538,아파트,충청북도,국민임대,46.9,30,9,A,16465000.0,118980.0,0.0,2,393,509
1768,C2603,538,아파트,충청북도,국민임대,59.29,30,9,A,25834000.0,164900.0,0.0,2,393,509
1769,C2603,538,아파트,충청북도,국민임대,59.88,89,9,A,25834000.0,164900.0,0.0,2,393,509
1770,C1965,498,아파트,충청북도,국민임대,39.66,174,13,A,11767000.0,104050.0,0.0,5,480,500
1771,C1965,498,아파트,충청북도,국민임대,39.66,84,13,A,11767000.0,104050.0,0.0,5,480,500
1772,C1965,498,아파트,충청북도,국민임대,45.79,120,13,A,17342000.0,131290.0,0.0,5,480,500
1773,C1965,498,아파트,충청북도,국민임대,45.79,60,13,A,17342000.0,131290.0,0.0,5,480,500
1774,C1965,498,아파트,충청북도,국민임대,59.86,60,13,A,28491000.0,194460.0,0.0,5,480,500
1775,C1660,718,아파트,경상남도,국민임대,39.51,90,13,A,11175000.0,85020.0,0.0,3,550,512
1776,C1660,718,아파트,경상남도,국민임대,39.84,60,13,A,11175000.0,85020.0,0.0,3,550,512
1777,C1660,718,아파트,경상남도,국민임대,39.84,30,13,A,11175000.0,85020.0,0.0,3,550,512
1778,C1660,718,아파트,경상남도,국민임대,46.18,88,13,A,14213000.0,94750.0,0.0,3,550,512
1779,C1660,718,아파트,경상남도,국민임대,46.71,60,13,A,14213000.0,94750.0,0.0,3,550,512
1780,C1660,718,아파트,경상남도,국민임대,46.71,30,13,A,14213000.0,94750.0,0.0,3,550,512
1781,C1660,718,아파트,경상남도,국민임대,51.71,240,13,A,21259000.0,127540.0,0.0,3,550,512
1782,C1660,718,아파트,경상남도,국민임대,59.99,120,13,A,24297000.0,145780.0,0.0,3,550,512
1783,C2378,818,아파트,경기도,국민임대,51.86,388,25,A,18092000.0,229990.0,0.0,12,640,901
1784,C2378,818,아파트,경기도,국민임대,51.88,270,25,A,18092000.0,229990.0,0.0,12,640,901
1785,C2378,818,아파트,경기도,국민임대,59.57,120,25,A,20677000.0,265190.0,0.0,12,640,901
1786,C2378,818,아파트,경기도,국민임대,59.57,40,25,A,20677000.0,265190.0,0.0,12,640,901
1787,C1268,1035,아파트,경기도,국민임대,36.72,276,21,A,15577000.0,138900.0,0.0,15,911,934
1788,C1268,1035,아파트,경기도,국민임대,39.48,108,21,A,15577000.0,160960.0,0.0,15,911,934
1789,C1268,1035,아파트,경기도,국민임대,46.96,171,21,A,18175000.0,194720.0,0.0,15,911,934
1790,C1268,1035,아파트,경기도,국민임대,46.96,282,21,A,18175000.0,194720.0,0.0,15,911,934
1791,C1268,1035,아파트,경기도,국민임대,51.86,108,21,A,23367000.0,237570.0,0.0,15,911,934
1792,C1268,1035,아파트,경기도,국민임대,59.57,90,21,A,25964000.0,280400.0,0.0,15,911,934
1793,C1994,431,아파트,경상남도,국민임대,46.84,114,3,A,13760000.0,98820.0,0.0,1,319,496
1794,C1994,431,아파트,경상남도,국민임대,46.84,89,3,A,13760000.0,98820.0,0.0,1,319,496
1795,C1994,431,아파트,경상남도,국민임대,51.93,149,3,A,18767000.0,112590.0,0.0,1,319,496
1796,C1994,431,아파트,경상남도,국민임대,51.93,79,3,A,18767000.0,112590.0,0.0,1,319,496
1797,C1837,467,아파트,경상남도,국민임대,33.48,159,21,A,9290000.0,92900.0,0.0,4,366,398
1798,C1837,467,아파트,경상남도,국민임대,33.48,73,21,A,9290000.0,92900.0,0.0,4,366,398
1799,C1837,467,아파트,경상남도,국민임대,46.9,78,21,A,18075000.0,144590.0,0.0,4,366,398
1800,C1837,467,아파트,경상남도,국민임대,46.9,39,21,A,18075000.0,144590.0,0.0,4,366,398
1801,C1837,467,아파트,경상남도,국민임대,51.97,60,21,A,21690000.0,168700.0,0.0,4,366,398
1802,C1837,467,아파트,경상남도,국민임대,51.97,58,21,A,21690000.0,168700.0,0.0,4,366,398
1803,C1000,566,아파트,충청북도,국민임대,39.57,318,10,A,10803000.0,96030.0,0.0,1,438,481
1804,C1000,566,아파트,충청북도,국민임대,39.57,26,10,A,10803000.0,96030.0,0.0,1,438,481
1805,C1000,566,아파트,충청북도,국민임대,39.93,75,10,A,10803000.0,96030.0,0.0,1,438,481
1806,C1000,566,아파트,충청북도,국민임대,46.7,36,10,A,14404000.0,129640.0,0.0,1,438,481
1807,C1000,566,아파트,충청북도,국민임대,46.9,36,10,A,14404000.0,129640.0,0.0,1,438,481
1808,C1000,566,아파트,충청북도,국민임대,51.93,60,10,A,15604000.0,150040.0,0.0,1,438,481
1809,C1000,566,아파트,충청북도,국민임대,51.93,15,10,A,15604000.0,150040.0,0.0,1,438,481
1810,C1465,861,아파트,충청북도,국민임대,36.5,232,26,A,16350000.0,135010.0,0.0,4,812,557
1811,C1465,861,아파트,충청북도,국민임대,36.5,296,26,A,16350000.0,135010.0,0.0,4,812,557
1812,C1465,861,아파트,충청북도,국민임대,36.9,24,26,A,16350000.0,135010.0,0.0,4,812,557
1813,C1465,861,아파트,충청북도,국민임대,46.73,80,26,A,24775000.0,175900.0,0.0,4,812,557
1814,C1465,861,아파트,충청북도,국민임대,46.9,116,26,A,24775000.0,175900.0,0.0,4,812,557
1815,C1465,861,아파트,충청북도,국민임대,46.93,113,26,A,24775000.0,175900.0,0.0,4,812,557
1816,C1448,1116,아파트,광주광역시,국민임대,46.85,80,25,A,26014000.0,143680.0,0.0,2,1050,1284
1817,C1448,1116,아파트,광주광역시,국민임대,46.9,416,25,A,26014000.0,143680.0,0.0,2,1050,1284
1818,C1448,1116,아파트,광주광역시,국민임대,46.9,130,25,A,26014000.0,143680.0,0.0,2,1050,1284
1819,C1448,1116,아파트,광주광역시,국민임대,46.9,14,25,A,26014000.0,143680.0,0.0,2,1050,1284
1820,C1448,1116,아파트,광주광역시,국민임대,51.26,156,25,A,32208000.0,175900.0,0.0,2,1050,1284
1821,C1448,1116,아파트,광주광역시,국민임대,51.26,48,25,A,32208000.0,175900.0,0.0,2,1050,1284
1822,C1448,1116,아파트,광주광역시,국민임대,51.82,160,25,A,32208000.0,175900.0,0.0,2,1050,1284
1823,C1448,1116,아파트,광주광역시,국민임대,59.64,82,25,A,38402000.0,244020.0,0.0,2,1050,1284
1824,C1448,1116,아파트,광주광역시,국민임대,59.69,30,25,A,38402000.0,244020.0,0.0,2,1050,1284
1825,C1516,456,아파트,전라남도,국민임대,36.16,205,8,B,8050000.0,65630.0,0.0,1,367,475
1826,C1516,456,아파트,전라남도,국민임대,36.16,87,8,B,8050000.0,65630.0,0.0,1,367,475
1827,C1516,456,아파트,전라남도,국민임대,36.16,22,8,B,8050000.0,65630.0,0.0,1,367,475
1828,C1516,456,아파트,전라남도,국민임대,46.61,118,8,B,13625000.0,107760.0,0.0,1,367,475
1829,C1516,456,아파트,전라남도,국민임대,46.61,24,8,B,13625000.0,107760.0,0.0,1,367,475
1830,C2670,648,아파트,전라북도,국민임대,33.52,192,9,A,11147000.0,92900.0,0.0,2,600,435
1831,C2670,648,아파트,전라북도,국민임대,39.73,144,9,A,14863000.0,111470.0,0.0,2,600,435
1832,C2670,648,아파트,전라북도,국민임대,39.84,144,9,A,14863000.0,111470.0,0.0,2,600,435
1833,C2670,648,아파트,전라북도,국민임대,39.84,24,9,A,14863000.0,111470.0,0.0,2,600,435
1834,C2670,648,아파트,전라북도,국민임대,51.66,144,9,A,26014000.0,148630.0,0.0,2,600,435
1835,C1365,875,아파트,경기도,국민임대,39.62,44,5,H,22808000.0,198070.0,0.0,2,903,945
1836,C1365,875,아파트,경기도,국민임대,39.62,22,5,H,22808000.0,198070.0,0.0,2,903,945
1837,C1365,875,아파트,경기도,국민임대,46.96,89,5,H,37213000.0,262890.0,0.0,2,903,945
1838,C1365,875,아파트,경기도,국민임대,51.81,15,5,H,45617000.0,308510.0,0.0,2,903,945
1839,C1365,875,아파트,경기도,국민임대,51.9,103,5,H,45617000.0,308510.0,0.0,2,903,945
1840,C1365,875,아파트,경기도,국민임대,59.59,142,5,H,61224000.0,373340.0,0.0,2,903,945
1841,C1365,875,아파트,경기도,국민임대,59.87,34,5,H,61224000.0,373340.0,0.0,2,903,945
1842,C1365,875,아파트,경기도,국민임대,59.87,262,5,H,61224000.0,373340.0,0.0,2,903,945
1843,C1365,875,아파트,경기도,국민임대,59.92,28,5,H,61224000.0,373340.0,0.0,2,903,945
1844,C1365,875,아파트,경기도,국민임대,59.94,136,5,H,61224000.0,373340.0,0.0,2,903,945
1845,C1177,1668,아파트,대전광역시,국민임대,33.82,262,17,A,18581000.0,139970.0,1.0,10,1756,1044
1846,C1177,1668,아파트,대전광역시,국민임대,33.82,36,17,A,18581000.0,139970.0,1.0,10,1756,1044
1847,C1177,1668,아파트,대전광역시,국민임대,33.91,241,17,A,18581000.0,139970.0,1.0,10,1756,1044
1848,C1177,1668,아파트,대전광역시,국민임대,39.52,118,17,A,24775000.0,172190.0,1.0,10,1756,1044
1849,C1177,1668,아파트,대전광역시,국민임대,39.8,7,17,A,24775000.0,172190.0,1.0,10,1756,1044
1850,C1177,1668,아파트,대전광역시,국민임대,39.91,420,17,A,24775000.0,172190.0,1.0,10,1756,1044
1851,C1177,1668,아파트,대전광역시,국민임대,39.91,11,17,A,24775000.0,172190.0,1.0,10,1756,1044
1852,C1177,1668,아파트,대전광역시,국민임대,39.91,40,17,A,24775000.0,172190.0,1.0,10,1756,1044
1853,C1177,1668,아파트,대전광역시,국민임대,39.91,9,17,A,24775000.0,172190.0,1.0,10,1756,1044
1854,C1177,1668,아파트,대전광역시,국민임대,39.94,35,17,A,24775000.0,172190.0,1.0,10,1756,1044
1855,C1177,1668,아파트,대전광역시,국민임대,46.69,154,17,A,37164000.0,204390.0,1.0,10,1756,1044
1856,C1177,1668,아파트,대전광역시,국민임대,46.84,34,17,A,37164000.0,204390.0,1.0,10,1756,1044
1857,C1177,1668,아파트,대전광역시,국민임대,46.97,72,17,A,37164000.0,204390.0,1.0,10,1756,1044
1858,C1177,1668,아파트,대전광역시,국민임대,51.76,70,17,A,43357000.0,261370.0,1.0,10,1756,1044
