단지코드,등록차량수,총세대수,지역,공가수,지하철,버스,단지내주차면수,총임대가구수,단지임대보증금,단지임대료,면적_15,면적_20,면적_30,면적_40,면적_50,면적_60,면적_70,면적_80,면적_100,자격_A,자격_B,자격_C,자격_D,자격_E,자격_F,자격_G,자격_H,자격_I,자격_J,자격_K,자격_L,자격_M,자격_N,자격_O,공급_공공분양,공급_공공임대(10년),공급_공공임대(50년),공급_공공임대(5년),공급_공공임대(분납),공급_국민임대,공급_영구임대,공급_임대상가,공급_장기전세,공급_행복주택
C1693,1087.0,853.0,6,20.0,0.0,6.0,862.0,853.0,33538214.536928486,208619.51934349356,0.0,0.0,0.0,0.14654161781946073,0.8534583821805393,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C1889,808.0,1018.0,1,14.0,0.0,2.0,788.0,1018.0,17528426.326129667,122603.44793713163,0.0,0.0,0.1738703339882122,0.17681728880157171,0.6493123772102161,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C2518,305.0,341.0,0,11.0,0.0,2.0,240.0,341.0,20705607.038123168,176975.10263929618,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C1962,401.0,416.0,0,9.0,0.0,3.0,296.0,416.0,20988326.923076924,198923.89423076922,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C1666,465.0,708.0,11,20.0,0.0,4.0,638.0,708.0,17114576.27118644,117015.25423728813,0.0,0.0,0.3940677966101695,0.3940677966101695,0.211864406779661,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C1537,669.0,662.0,14,17.0,0.0,3.0,546.0,662.0,27598906.344410878,131515.58912386707,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C1329,554.0,1002.0,7,30.0,0.0,2.0,775.0,1002.0,18635710.578842316,134974.39121756487,0.0,0.0,0.3852295409181637,0.5069860279441117,0.10778443113772455,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C1762,460.0,462.0,12,4.0,0.0,2.0,325.0,462.0,20574181.818181816,114705.1948051948,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C2008,548.0,781.0,1,7.0,2.0,5.0,663.0,781.0,24604444.302176695,233325.48015364917,0.0,0.0,0.3405889884763124,0.3175416133162612,0.3418693982074264,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C1319,398.0,496.0,2,16.0,0.0,1.0,428.0,496.0,13917052.41935484,123662.45967741935,0.0,0.16532258064516128,0.4112903225806452,0.16532258064516128,0.25806451612903225,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C1141,620.0,630.0,2,28.0,0.0,2.0,637.0,630.0,16137661.904761905,102429.90476190476,0.0,0.0,0.3,0.2523809523809524,0.44761904761904764,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C2340,382.0,512.0,8,15.0,0.0,3.0,362.0,512.0,32454000.0,281700.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1929,413.0,492.0,14,19.0,0.0,4.0,426.0,492.0,20217191.05691057,151560.36585365853,0.0,0.0,0.36585365853658536,0.3008130081300813,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C1681,520.0,534.0,1,9.0,0.0,7.0,465.0,534.0,29979161.04868914,223034.1573033708,0.0,0.0,0.42134831460674155,0.41198501872659177,0.16666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C1184,488.0,458.0,1,4.0,0.0,3.0,403.0,458.0,29088925.76419214,219085.28384279477,0.0,0.0,0.4410480349344978,0.45414847161572053,0.10480349344978165,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C2383,832.0,762.0,1,14.0,0.0,3.0,661.0,762.0,32972590.551181104,237073.43832020997,0.0,0.0,0.3648293963254593,0.3805774278215223,0.2545931758530184,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C1579,1158.0,1005.0,1,12.0,0.0,2.0,882.0,1005.0,33510525.37313433,239459.99004975124,0.0,0.0,0.3472636815920398,0.34228855721393037,0.31044776119402984,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C2173,745.0,775.0,1,4.0,1.0,2.0,665.0,775.0,38629402.58064516,265181.67741935485,0.0,0.0,0.3174193548387097,0.4335483870967742,0.24903225806451612,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C1911,831.0,890.0,7,21.0,1.0,2.0,985.0,890.0,30996505.61797753,252480.22471910113,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C1638,413.0,494.0,12,10.0,0.0,6.0,358.0,494.0,21343514.170040485,107695.68825910932,0.0,0.0,0.0,0.1437246963562753,0.8562753036437247,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C2412,487.0,571.0,11,10.0,0.0,2.0,492.0,571.0,18945213.660245184,119961.59369527145,0.0,0.0,0.5674255691768827,0.3064798598949212,0.12609457092819615,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C1871,408.0,550.0,11,15.0,0.0,4.0,385.0,550.0,13288996.363636363,80898.12727272727,0.0,0.0,0.39454545454545453,0.6054545454545455,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C1309,446.0,383.0,11,15.0,0.0,4.0,385.0,383.0,18461600.522193212,100560.75718015665,0.0,0.0,0.22715404699738903,0.5378590078328982,0.2349869451697128,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C1527,1150.0,996.0,3,23.0,0.0,4.0,834.0,996.0,18550648.59437751,150298.7550200803,0.0,0.0,0.0,0.3453815261044177,0.6546184738955824,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C2208,840.0,882.0,1,16.0,0.0,2.0,755.0,882.0,28291265.30612245,198173.92290249432,0.0,0.0,0.34807256235827666,0.4954648526077097,0.1564625850340136,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C1940,709.0,615.0,1,16.0,0.0,2.0,527.0,615.0,33130278.048780486,224454.0,0.0,0.0,0.18536585365853658,0.6065040650406504,0.208130081300813,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C2596,480.0,470.0,1,15.0,1.0,7.0,405.0,470.0,29870174.468085106,206153.31914893616,0.0,0.0,0.23829787234042554,0.6106382978723405,0.15106382978723404,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C2227,505.0,477.0,1,9.0,0.0,8.0,413.0,477.0,28212664.570230607,197062.95597484277,0.0,0.0,0.3920335429769392,0.3689727463312369,0.2389937106918239,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C2563,449.0,496.0,1,9.0,0.0,2.0,425.0,496.0,14291794.35483871,168340.40322580645,0.0,0.0,0.5846774193548387,0.4153225806451613,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C2358,1010.0,1260.0,2,24.0,0.0,8.0,941.0,1260.0,20669165.07936508,131897.52380952382,0.0,0.0,0.4396825396825397,0.5603174603174603,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C1492,296.0,390.0,1,15.0,0.0,2.0,334.0,390.0,12186564.102564102,73171.38461538461,0.0,0.0,0.7051282051282052,0.2948717948717949,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C1601,308.0,330.0,1,13.0,0.0,4.0,335.0,330.0,25988327.272727273,177714.81818181818,0.0,0.0,0.0,0.37272727272727274,0.6272727272727273,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C1687,349.0,773.0,1,26.0,0.0,3.0,779.0,773.0,20129631.306597672,137852.14747736094,0.0,0.0,0.4501940491591203,0.5498059508408797,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C1236,657.0,1124.0,1,29.0,0.0,2.0,1129.0,1124.0,21979074.733096085,150459.4128113879,0.0,0.0,0.22597864768683273,0.7740213523131673,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C1487,505.0,550.0,1,15.0,0.0,8.0,448.0,550.0,25967000.0,143308.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C1379,294.0,324.0,1,10.0,0.0,2.0,270.0,324.0,14436296.296296297,109723.70370370371,0.0,0.0,0.6296296296296297,0.37037037037037035,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C1386,1145.0,1497.0,11,15.0,0.0,5.0,1100.0,1497.0,14608903.13961256,82487.65531062124,0.0,0.0,0.5617902471609887,0.43820975283901137,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C1656,257.0,531.0,11,7.0,0.0,2.0,480.0,531.0,16120862.52354049,119227.58945386064,0.0,0.0,0.1958568738229755,0.4726930320150659,0.3314500941619586,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C2526,321.0,355.0,3,16.0,0.0,2.0,291.0,355.0,15630659.154929578,109412.81690140846,0.0,0.0,0.2591549295774648,0.0,0.7408450704225352,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C1022,450.0,389.0,1,4.0,0.0,4.0,352.0,389.0,24665000.0,221980.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C1896,845.0,712.0,1,3.0,0.0,2.0,658.0,712.0,25734095.505617976,222230.14044943822,0.0,0.0,0.3539325842696629,0.44662921348314605,0.199438202247191,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C1269,643.0,561.0,1,1.0,0.0,3.0,572.0,561.0,20079673.796791445,210895.08021390374,0.0,0.0,0.2727272727272727,0.27807486631016043,0.44919786096256686,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C1916,752.0,816.0,1,2.0,1.0,4.0,822.0,816.0,20703036.76470588,210027.47549019608,0.0,0.0,0.34191176470588236,0.33578431372549017,0.32230392156862747,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C2070,735.0,898.0,1,6.0,0.0,3.0,909.0,898.0,22199692.650334075,231190.3118040089,0.0,0.0,0.26948775055679286,0.26057906458797325,0.46993318485523383,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C1967,639.0,581.0,1,6.0,0.0,3.0,530.0,581.0,15373843.373493975,180346.8674698795,0.0,0.0,0.40963855421686746,0.5903614457831325,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C2021,902.0,851.0,1,7.0,0.0,3.0,771.0,851.0,16931710.928319626,198826.6627497062,0.0,0.0,0.26439482961222094,0.40775558166862513,0.32784958871915393,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C1143,632.0,693.0,1,3.0,1.0,11.0,717.0,693.0,16995676.767676767,179170.9090909091,0.0,0.0,0.6565656565656566,0.3434343434343434,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C2188,125.0,136.0,1,3.0,0.0,2.0,136.0,136.0,19221000.0,175780.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C2651,282.0,225.0,1,5.0,0.0,2.0,277.0,225.0,20773004.444444444,193106.53333333333,0.0,0.0,0.5022222222222222,0.49777777777777776,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C2657,782.0,866.0,1,7.0,0.0,4.0,692.0,866.0,31637011.54734411,219201.40877598152,0.0,0.0,0.2748267898383372,0.535796766743649,0.18937644341801385,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C2527,375.0,383.0,1,8.0,0.0,3.0,317.0,383.0,31713441.25326371,219010.62663185378,0.0,0.0,0.3472584856396867,0.3394255874673629,0.3133159268929504,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C2262,540.0,720.0,10,30.0,0.0,4.0,581.0,720.0,23855869.444444444,190589.33333333334,0.0,0.0,0.34444444444444444,0.25972222222222224,0.3958333333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C1084,226.0,280.0,3,2.0,0.0,2.0,280.0,280.0,16039200.0,109413.14285714286,0.0,0.0,0.34285714285714286,0.4857142857142857,0.17142857142857143,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C2530,302.0,307.0,0,19.0,0.0,5.0,296.0,307.0,32256602.60586319,286164.2996742671,0.0,0.0,0.17263843648208468,0.1465798045602606,0.6807817589576547,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C1046,156.0,232.0,0,9.0,0.0,4.0,195.0,232.0,17341500.0,191992.5,0.0,0.0,0.75,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C1761,730.0,602.0,0,18.0,0.0,2.0,715.0,602.0,20254591.362126246,200635.74750830565,0.0,0.0,0.24916943521594684,0.3920265780730897,0.3588039867109635,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C1102,417.0,522.0,0,21.0,0.0,7.0,525.0,522.0,16273724.137931034,182689.3103448276,0.0,0.0,0.3448275862068966,0.4827586206896552,0.1724137931034483,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C2420,505.0,457.0,5,3.0,1.0,8.0,537.0,457.0,29287916.849015318,202103.47921225382,0.0,0.0,0.2603938730853392,0.17067833698030635,0.5689277899343544,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C1122,1077.0,808.0,5,7.0,2.0,2.0,728.0,808.0,22401170.792079207,153264.3688118812,0.0,0.0,0.27103960396039606,0.7289603960396039,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C2042,757.0,712.0,5,13.0,2.0,7.0,641.0,712.0,22962075.84269663,157078.91853932585,0.0,0.0,0.18117977528089887,0.8188202247191011,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C1375,754.0,757.0,2,21.0,0.0,12.0,761.0,757.0,27004665.785997357,163110.59445178334,0.0,0.0,0.0,0.43593130779392336,0.5640686922060766,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C1410,815.0,356.0,15,10.0,0.0,3.0,550.0,356.0,13765696.629213484,112590.67415730337,0.0,0.0,0.5842696629213483,0.0,0.4157303370786517,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C1641,268.0,283.0,2,8.0,0.0,1.0,227.0,283.0,11630911.660777384,101370.0,0.0,0.0,0.31802120141342755,0.303886925795053,0.37809187279151946,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C1706,362.0,467.0,1,7.0,1.0,5.0,403.0,467.0,26052852.248394005,218306.9164882227,0.0,0.0,0.3426124197002141,0.0,0.6573875802997858,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C1307,504.0,506.0,1,9.0,0.0,3.0,436.0,506.0,33141411.067193676,237617.03557312253,0.0,0.0,0.30632411067193677,0.3241106719367589,0.3695652173913043,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C2601,281.0,243.0,1,7.0,0.0,3.0,214.0,243.0,45466283.95061728,301334.7736625514,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C1085,521.0,525.0,1,4.0,0.0,2.0,422.0,525.0,15723885.714285715,132970.57142857142,0.0,0.0,0.5142857142857142,0.4857142857142857,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C2385,552.0,445.0,1,4.0,0.0,4.0,404.0,445.0,27762168.539325844,189772.35955056178,0.0,0.0,0.0,0.5393258426966292,0.4606741573033708,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C1059,246.0,514.0,12,7.0,0.0,8.0,362.0,514.0,16961961.089494165,103446.49805447471,0.0,0.0,0.4980544747081712,0.5019455252918288,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
